ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
AN,2020-10-24,3359,2502,0,857,0,0
AR,2020-10-24,952,658,0,294,0,0
AS,2020-10-24,345,345,0,0,0,0
CB,2020-10-24,169,169,0,0,0,0
CE,2020-10-24,57,30,0,0,0,27
CL,2020-10-24,1438,1264,0,0,4,170
CM,2020-10-24,754,626,0,0,0,128
CN,2020-10-24,123,117,0,6,0,0
CT,2020-10-24,3403,3403,0,0,0,0
EX,2020-10-24,459,400,0,0,0,59
GA,2020-10-24,710,696,0,0,0,14
IB,2020-10-24,183,176,0,7,0,0
MC,2020-10-24,788,654,0,0,0,134
MD,2020-10-24,1155,642,0,0,0,513
ML,2020-10-24,88,82,0,0,0,6
NC,2020-10-24,578,516,0,0,0,62
PV,2020-10-24,1164,1055,0,0,0,109
RI,2020-10-24,160,148,0,0,0,12
VC,2020-10-24,1301,1197,0,0,4,100
AN,2020-10-25,2312,1604,0,708,0,0
AR,2020-10-25,892,606,0,286,0,0
AS,2020-10-25,409,409,0,0,0,0
CB,2020-10-25,159,159,0,0,0,0
CE,2020-10-25,49,20,0,0,0,29
CL,2020-10-25,1502,1303,0,0,3,196
CM,2020-10-25,829,696,0,0,0,133
CN,2020-10-25,76,72,0,4,0,0
CT,2020-10-25,3069,3068,0,0,1,0
EX,2020-10-25,382,325,0,0,0,57
GA,2020-10-25,649,639,0,0,0,10
IB,2020-10-25,176,173,0,3,0,0
MC,2020-10-25,659,516,0,0,1,142
MD,2020-10-25,1091,558,0,0,0,533
ML,2020-10-25,55,46,0,0,0,9
NC,2020-10-25,507,433,0,0,0,74
PV,2020-10-25,1227,1132,0,0,0,95
RI,2020-10-25,131,127,0,0,0,4
VC,2020-10-25,1058,948,0,0,1,109
AN,2020-10-26,3897,2462,0,1435,0,0
AR,2020-10-26,1152,763,0,389,0,0
AS,2020-10-26,444,444,0,0,0,0
CB,2020-10-26,182,182,0,0,0,0
CE,2020-10-26,69,26,0,0,0,43
CL,2020-10-26,1937,1685,0,0,3,249
CM,2020-10-26,1072,888,0,0,2,182
CN,2020-10-26,123,118,0,5,0,0
CT,2020-10-26,5096,5089,0,0,6,1
EX,2020-10-26,546,460,0,0,0,86
GA,2020-10-26,760,740,0,0,0,20
IB,2020-10-26,250,246,1,3,0,0
MC,2020-10-26,802,595,0,0,1,206
MD,2020-10-26,2134,981,0,0,0,1153
ML,2020-10-26,78,51,0,0,0,27
NC,2020-10-26,547,439,0,0,0,108
PV,2020-10-26,1363,1264,0,0,0,99
RI,2020-10-26,182,172,0,0,0,10
VC,2020-10-26,1554,1425,0,0,4,125
AN,2020-10-27,4498,2960,0,1538,0,0
AR,2020-10-27,1031,667,0,364,0,0
AS,2020-10-27,418,418,0,0,0,0
CB,2020-10-27,172,172,0,0,0,0
CE,2020-10-27,65,36,0,0,0,29
CL,2020-10-27,2033,1778,0,0,10,245
CM,2020-10-27,1057,846,0,0,0,211
CN,2020-10-27,114,105,0,9,0,0
CT,2020-10-27,5299,5290,0,0,8,1
EX,2020-10-27,476,365,0,0,0,111
GA,2020-10-27,821,805,0,0,1,15
IB,2020-10-27,189,184,0,5,0,0
MC,2020-10-27,880,679,0,0,0,201
MD,2020-10-27,2205,1254,0,0,0,951
ML,2020-10-27,82,48,0,0,0,34
NC,2020-10-27,451,370,0,0,0,81
PV,2020-10-27,1458,1354,0,0,0,104
RI,2020-10-27,187,177,0,0,0,10
VC,2020-10-27,1663,1509,0,0,8,146
AN,2020-10-28,4677,3216,0,1461,0,0
AR,2020-10-28,967,630,0,337,0,0
AS,2020-10-28,292,292,0,0,0,0
CB,2020-10-28,201,201,0,0,0,0
CE,2020-10-28,75,35,0,0,0,40
CL,2020-10-28,1830,1665,0,0,6,159
CM,2020-10-28,1117,915,0,0,2,200
CN,2020-10-28,129,122,0,7,0,0
CT,2020-10-28,4960,4952,0,0,8,0
EX,2020-10-28,497,411,0,0,0,86
GA,2020-10-28,745,735,0,0,0,10
IB,2020-10-28,190,184,0,6,0,0
MC,2020-10-28,853,661,0,0,2,190
MD,2020-10-28,1934,1068,0,0,0,866
ML,2020-10-28,88,59,0,0,0,29
NC,2020-10-28,475,385,0,0,0,90
PV,2020-10-28,1158,1049,0,0,0,109
RI,2020-10-28,174,168,0,0,0,6
VC,2020-10-28,1651,1508,0,0,0,143
AN,2020-10-29,4498,3067,0,1431,0,0
AR,2020-10-29,967,658,0,309,0,0
AS,2020-10-29,205,205,0,0,0,0
CB,2020-10-29,184,184,0,0,0,0
CE,2020-10-29,70,20,0,0,0,50
CL,2020-10-29,1524,1341,0,0,1,182
CM,2020-10-29,971,811,0,0,1,159
CN,2020-10-29,119,116,0,3,0,0
CT,2020-10-29,4583,4580,0,0,3,0
EX,2020-10-29,570,433,0,0,0,137
GA,2020-10-29,622,612,0,0,0,10
IB,2020-10-29,149,144,0,5,0,0
MC,2020-10-29,809,607,0,0,6,196
MD,2020-10-29,1909,1068,0,0,0,841
ML,2020-10-29,78,42,0,0,0,36
NC,2020-10-29,484,402,0,0,0,82
PV,2020-10-29,968,828,0,0,0,140
RI,2020-10-29,178,170,0,0,1,7
VC,2020-10-29,1606,1508,0,0,3,95
AN,2020-10-30,4586,3133,0,1452,0,1
AR,2020-10-30,987,665,0,322,0,0
AS,2020-10-30,243,243,0,0,0,0
CB,2020-10-30,210,210,0,0,0,0
CE,2020-10-30,62,15,0,0,0,47
CL,2020-10-30,1547,1330,0,0,5,212
CM,2020-10-30,870,691,0,0,0,179
CN,2020-10-30,118,110,0,8,0,0
CT,2020-10-30,5035,5027,0,0,8,0
EX,2020-10-30,504,396,0,0,0,108
GA,2020-10-30,560,546,0,0,0,14
IB,2020-10-30,139,136,0,3,0,0
MC,2020-10-30,925,712,0,0,4,209
MD,2020-10-30,1986,1116,0,0,0,870
ML,2020-10-30,91,47,0,0,0,44
NC,2020-10-30,429,330,0,0,0,99
PV,2020-10-30,1145,982,0,0,0,163
RI,2020-10-30,201,191,0,0,0,10
VC,2020-10-30,1790,1677,0,0,5,108
AN,2020-10-31,3245,2256,0,989,0,0
AR,2020-10-31,852,553,0,299,0,0
AS,2020-10-31,289,289,0,0,0,0
CB,2020-10-31,213,213,0,0,0,0
CE,2020-10-31,49,19,0,0,0,30
CL,2020-10-31,1414,1235,0,0,6,173
CM,2020-10-31,692,566,0,0,0,126
CN,2020-10-31,131,127,0,4,0,0
CT,2020-10-31,3230,3228,0,0,2,0
EX,2020-10-31,380,308,0,0,0,72
GA,2020-10-31,637,620,0,1,0,16
IB,2020-10-31,95,93,0,2,0,0
MC,2020-10-31,876,672,0,0,1,203
MD,2020-10-31,1209,607,0,0,0,602
ML,2020-10-31,54,35,0,0,0,19
NC,2020-10-31,416,309,0,0,0,107
PV,2020-10-31,1284,1172,0,0,0,112
RI,2020-10-31,169,164,0,0,0,5
VC,2020-10-31,1430,1341,0,0,1,88
AN,2020-11-01,2896,1861,0,1035,0,0
AR,2020-11-01,759,476,0,283,0,0
AS,2020-11-01,436,436,0,0,0,0
CB,2020-11-01,189,189,0,0,0,0
CE,2020-11-01,68,13,0,0,0,55
CL,2020-11-01,1496,1272,0,0,4,220
CM,2020-11-01,631,493,0,0,0,138
CN,2020-11-01,134,127,0,7,0,0
CT,2020-11-01,2816,2815,0,0,1,0
EX,2020-11-01,381,279,0,0,0,102
GA,2020-11-01,668,645,0,0,0,23
IB,2020-11-01,245,238,0,7,0,0
MC,2020-11-01,734,545,0,0,0,189
MD,2020-11-01,1140,603,0,0,0,537
ML,2020-11-01,41,25,0,0,0,16
NC,2020-11-01,416,313,0,0,0,103
PV,2020-11-01,1375,1214,0,0,0,161
RI,2020-11-01,146,140,0,0,0,6
VC,2020-11-01,1231,1126,0,0,1,104
AN,2020-11-02,2600,1579,0,1021,0,0
AR,2020-11-02,788,478,0,310,0,0
AS,2020-11-02,583,583,0,0,0,0
CB,2020-11-02,263,263,0,0,0,0
CE,2020-11-02,54,19,0,0,0,35
CL,2020-11-02,1505,1286,0,0,2,217
CM,2020-11-02,979,785,0,0,0,194
CN,2020-11-02,141,133,0,8,0,0
CT,2020-11-02,4714,4706,0,0,7,1
EX,2020-11-02,417,345,0,0,0,72
GA,2020-11-02,724,711,0,0,0,13
IB,2020-11-02,338,317,1,20,0,0
MC,2020-11-02,888,627,0,0,3,258
MD,2020-11-02,1221,629,0,0,0,592
ML,2020-11-02,43,18,0,0,0,25
NC,2020-11-02,419,290,0,0,0,129
PV,2020-11-02,1427,1255,0,0,0,172
RI,2020-11-02,188,185,0,0,0,3
VC,2020-11-02,1742,1548,0,0,2,192
AN,2020-11-03,3921,2043,0,1878,0,0
AR,2020-11-03,896,535,0,360,1,0
AS,2020-11-03,558,558,0,0,0,0
CB,2020-11-03,239,239,0,0,0,0
CE,2020-11-03,56,12,0,0,0,44
CL,2020-11-03,1849,1564,0,0,11,274
CM,2020-11-03,982,756,0,0,0,226
CN,2020-11-03,172,162,0,10,0,0
CT,2020-11-03,4404,4397,0,0,7,0
EX,2020-11-03,407,310,0,0,0,97
GA,2020-11-03,578,568,0,0,0,10
IB,2020-11-03,328,308,0,20,0,0
MC,2020-11-03,949,689,0,0,2,258
MD,2020-11-03,2156,1078,0,0,0,1078
ML,2020-11-03,52,31,0,0,0,21
NC,2020-11-03,333,221,0,2,0,110
PV,2020-11-03,1383,1170,0,0,0,213
RI,2020-11-03,204,197,0,0,0,7
VC,2020-11-03,1688,1529,0,0,4,155
AN,2020-11-04,4404,2756,0,1648,0,0
AR,2020-11-04,845,539,0,306,0,0
AS,2020-11-04,290,290,0,0,0,0
CB,2020-11-04,222,222,0,0,0,0
CE,2020-11-04,54,15,0,0,0,39
CL,2020-11-04,1704,1498,0,0,7,199
CM,2020-11-04,1015,844,0,0,1,170
CN,2020-11-04,128,121,0,7,0,0
CT,2020-11-04,3879,3872,0,0,7,0
EX,2020-11-04,476,363,0,0,0,113
GA,2020-11-04,571,552,0,0,0,19
IB,2020-11-04,280,265,5,10,0,0
MC,2020-11-04,898,658,0,0,3,237
MD,2020-11-04,2024,1158,0,0,0,866
ML,2020-11-04,39,21,0,0,0,18
NC,2020-11-04,344,227,0,0,0,117
PV,2020-11-04,1246,1068,0,0,1,177
RI,2020-11-04,201,198,0,0,0,3
VC,2020-11-04,1686,1545,0,0,4,137
AN,2020-11-05,4292,2836,0,1456,0,0
AR,2020-11-05,724,454,0,270,0,0
AS,2020-11-05,468,468,0,0,0,0
CB,2020-11-05,235,235,0,0,0,0
CE,2020-11-05,51,9,0,0,0,42
CL,2020-11-05,1578,1375,0,0,4,199
CM,2020-11-05,852,694,0,0,0,158
CN,2020-11-05,135,125,0,10,0,0
CT,2020-11-05,3842,3824,0,0,18,0
EX,2020-11-05,481,380,0,0,0,101
GA,2020-11-05,478,465,0,0,0,13
IB,2020-11-05,251,234,2,15,0,0
MC,2020-11-05,844,661,0,0,5,178
MD,2020-11-05,1757,1009,0,0,0,748
ML,2020-11-05,39,17,0,0,0,22
NC,2020-11-05,277,185,0,0,0,92
PV,2020-11-05,1223,986,0,0,0,237
RI,2020-11-05,180,177,0,0,0,3
VC,2020-11-05,1724,1558,0,0,1,165
AN,2020-11-06,4426,2867,0,1559,0,0
AR,2020-11-06,759,501,0,258,0,0
AS,2020-11-06,294,292,0,2,0,0
CB,2020-11-06,197,197,0,0,0,0
CE,2020-11-06,55,9,0,0,0,46
CL,2020-11-06,1577,1326,0,0,4,247
CM,2020-11-06,893,718,0,0,1,174
CN,2020-11-06,136,122,0,14,0,0
CT,2020-11-06,3639,3627,0,0,12,0
EX,2020-11-06,396,292,0,0,0,104
GA,2020-11-06,475,461,0,0,0,14
IB,2020-11-06,208,184,1,23,0,0
MC,2020-11-06,820,625,0,0,3,192
MD,2020-11-06,1931,1102,0,0,0,829
ML,2020-11-06,38,17,0,0,0,21
NC,2020-11-06,265,194,0,0,0,71
PV,2020-11-06,1178,925,0,0,0,253
RI,2020-11-06,191,189,0,0,0,2
VC,2020-11-06,1736,1550,0,0,1,185
AN,2020-11-07,3233,2236,0,997,0,0
AR,2020-11-07,646,463,0,183,0,0
AS,2020-11-07,525,523,0,2,0,0
CB,2020-11-07,241,241,0,0,0,0
CE,2020-11-07,41,13,0,0,2,26
CL,2020-11-07,1563,1340,0,0,2,221
CM,2020-11-07,611,483,0,1,0,127
CN,2020-11-07,124,102,0,22,0,0
CT,2020-11-07,2229,2222,0,0,6,1
EX,2020-11-07,287,220,0,0,0,67
GA,2020-11-07,482,464,0,0,0,18
IB,2020-11-07,226,210,0,16,0,0
MC,2020-11-07,762,572,0,0,0,190
MD,2020-11-07,1241,656,0,0,0,585
ML,2020-11-07,32,21,0,0,0,11
NC,2020-11-07,234,173,0,0,0,61
PV,2020-11-07,1233,1030,0,0,0,203
RI,2020-11-07,146,139,0,0,0,7
VC,2020-11-07,1420,1254,0,1,2,163
AN,2020-11-08,2210,1431,0,779,0,0
AR,2020-11-08,453,279,0,174,0,0
AS,2020-11-08,608,607,0,1,0,0
CB,2020-11-08,197,197,0,0,0,0
CE,2020-11-08,32,6,0,0,0,26
CL,2020-11-08,1276,1048,0,0,6,222
CM,2020-11-08,544,415,0,2,0,127
CN,2020-11-08,101,71,0,30,0,0
CT,2020-11-08,1633,1629,0,0,4,0
EX,2020-11-08,297,229,0,0,0,68
GA,2020-11-08,505,496,0,0,0,9
IB,2020-11-08,150,124,0,26,0,0
MC,2020-11-08,512,357,0,0,2,153
MD,2020-11-08,1112,559,0,0,0,553
ML,2020-11-08,23,16,0,0,0,7
NC,2020-11-08,209,138,0,0,0,71
PV,2020-11-08,1214,1001,0,1,0,212
RI,2020-11-08,125,122,0,0,0,3
VC,2020-11-08,1073,930,0,0,0,143
AN,2020-11-09,3506,2035,0,1471,0,0
AR,2020-11-09,639,424,0,215,0,0
AS,2020-11-09,674,672,0,2,0,0
CB,2020-11-09,231,231,0,0,0,0
CE,2020-11-09,31,6,0,0,0,25
CL,2020-11-09,1611,1349,0,0,13,249
CM,2020-11-09,723,556,0,0,2,165
CN,2020-11-09,124,73,0,50,0,1
CT,2020-11-09,2986,2978,0,0,7,1
EX,2020-11-09,341,256,0,0,0,85
GA,2020-11-09,652,631,0,0,0,21
IB,2020-11-09,246,210,1,35,0,0
MC,2020-11-09,697,496,0,0,0,201
MD,2020-11-09,1434,701,0,0,0,733
ML,2020-11-09,41,20,0,0,0,21
NC,2020-11-09,229,144,0,0,0,85
PV,2020-11-09,1342,1039,0,0,0,303
RI,2020-11-09,148,141,0,0,0,7
VC,2020-11-09,1425,1201,0,0,3,221
AN,2020-11-10,3909,2589,0,1320,0,0
AR,2020-11-10,577,381,0,195,1,0
AS,2020-11-10,801,791,0,10,0,0
CB,2020-11-10,223,223,0,0,0,0
CE,2020-11-10,39,7,0,0,2,30
CL,2020-11-10,1551,1335,0,0,3,213
CM,2020-11-10,785,610,0,0,3,172
CN,2020-11-10,125,87,0,38,0,0
CT,2020-11-10,3210,3201,0,0,9,0
EX,2020-11-10,347,260,0,0,0,87
GA,2020-11-10,604,584,0,0,0,20
IB,2020-11-10,213,182,0,31,0,0
MC,2020-11-10,663,500,0,0,0,163
MD,2020-11-10,1688,853,0,0,0,835
ML,2020-11-10,36,20,0,0,0,16
NC,2020-11-10,209,143,0,0,0,66
PV,2020-11-10,1100,802,0,0,0,298
RI,2020-11-10,174,169,0,0,0,5
VC,2020-11-10,1388,1197,0,0,1,190
AN,2020-11-11,3860,2576,0,1284,0,0
AR,2020-11-11,575,391,0,184,0,0
AS,2020-11-11,443,431,0,12,0,0
CB,2020-11-11,227,227,0,0,0,0
CE,2020-11-11,24,5,0,0,0,19
CL,2020-11-11,1395,1193,0,0,4,198
CM,2020-11-11,752,598,0,0,1,153
CN,2020-11-11,128,84,0,43,0,1
CT,2020-11-11,2505,2491,0,0,14,0
EX,2020-11-11,366,296,0,0,0,70
GA,2020-11-11,511,497,0,0,0,14
IB,2020-11-11,182,160,0,22,0,0
MC,2020-11-11,665,529,0,0,0,136
MD,2020-11-11,1567,854,0,0,0,713
ML,2020-11-11,29,18,0,0,0,11
NC,2020-11-11,236,142,0,0,0,94
PV,2020-11-11,1093,796,0,0,0,297
RI,2020-11-11,136,136,0,0,0,0
VC,2020-11-11,1561,1385,0,0,0,176
AN,2020-11-12,3732,2612,0,1120,0,0
AR,2020-11-12,487,352,0,135,0,0
AS,2020-11-12,247,240,0,7,0,0
CB,2020-11-12,179,179,0,0,0,0
CE,2020-11-12,30,8,0,0,0,22
CL,2020-11-12,1357,1161,0,0,2,194
CM,2020-11-12,644,505,0,0,0,139
CN,2020-11-12,108,76,0,32,0,0
CT,2020-11-12,2279,2274,0,0,4,1
EX,2020-11-12,301,219,0,0,0,82
GA,2020-11-12,487,472,0,0,0,15
IB,2020-11-12,192,172,1,19,0,0
MC,2020-11-12,555,429,0,0,0,126
MD,2020-11-12,1328,735,0,0,0,593
ML,2020-11-12,21,11,0,0,0,10
NC,2020-11-12,201,125,0,0,0,76
PV,2020-11-12,884,607,0,0,0,277
RI,2020-11-12,115,111,0,0,0,4
VC,2020-11-12,1399,1221,0,0,1,177
AN,2020-11-13,3783,2622,0,1161,0,0
AR,2020-11-13,480,334,0,146,0,0
AS,2020-11-13,296,275,0,21,0,0
CB,2020-11-13,215,214,0,0,0,1
CE,2020-11-13,19,4,0,0,0,15
CL,2020-11-13,1224,976,0,0,1,247
CM,2020-11-13,665,534,0,0,0,131
CN,2020-11-13,122,82,0,40,0,0
CT,2020-11-13,2314,2295,0,0,17,2
EX,2020-11-13,235,167,0,0,0,68
GA,2020-11-13,466,451,0,0,0,15
IB,2020-11-13,196,175,1,20,0,0
MC,2020-11-13,501,367,0,0,0,134
MD,2020-11-13,1435,826,0,0,0,609
ML,2020-11-13,27,15,0,0,0,12
NC,2020-11-13,175,121,0,0,0,54
PV,2020-11-13,880,550,0,0,0,330
RI,2020-11-13,134,129,0,0,0,5
VC,2020-11-13,1424,1239,0,0,1,184
AN,2020-11-14,2424,1860,0,564,0,0
AR,2020-11-14,352,214,0,138,0,0
AS,2020-11-14,378,365,0,13,0,0
CB,2020-11-14,257,256,0,0,0,1
CE,2020-11-14,21,6,0,0,0,15
CL,2020-11-14,1218,964,0,0,4,250
CM,2020-11-14,543,458,0,0,0,85
CN,2020-11-14,116,79,0,37,0,0
CT,2020-11-14,1475,1475,0,0,0,0
EX,2020-11-14,260,168,0,0,0,92
GA,2020-11-14,654,639,0,0,0,15
IB,2020-11-14,187,158,2,27,0,0
MC,2020-11-14,450,331,0,0,1,118
MD,2020-11-14,1065,541,0,0,0,524
ML,2020-11-14,32,17,0,0,0,15
NC,2020-11-14,144,101,0,0,0,43
PV,2020-11-14,842,678,0,0,0,164
RI,2020-11-14,95,89,0,0,0,6
VC,2020-11-14,1215,1065,0,0,0,150
AN,2020-11-15,1703,1165,0,538,0,0
AR,2020-11-15,312,205,0,107,0,0
AS,2020-11-15,452,428,0,24,0,0
CB,2020-11-15,167,166,0,0,0,1
CE,2020-11-15,25,5,0,0,1,19
CL,2020-11-15,974,799,0,0,1,174
CM,2020-11-15,342,239,0,0,0,103
CN,2020-11-15,103,65,0,38,0,0
CT,2020-11-15,1085,1085,0,0,0,0
EX,2020-11-15,124,74,0,0,0,50
GA,2020-11-15,534,517,0,0,0,17
IB,2020-11-15,144,113,0,31,0,0
MC,2020-11-15,310,226,0,0,0,84
MD,2020-11-15,956,507,0,0,0,449
ML,2020-11-15,21,10,0,0,0,11
NC,2020-11-15,134,88,0,0,0,46
PV,2020-11-15,895,688,0,0,0,207
RI,2020-11-15,101,98,0,0,0,3
VC,2020-11-15,836,727,0,0,0,109
AN,2020-11-16,2747,1628,0,1119,0,0
AR,2020-11-16,424,266,0,158,0,0
AS,2020-11-16,328,292,0,36,0,0
CB,2020-11-16,181,180,0,0,0,1
CE,2020-11-16,39,9,0,0,0,30
CL,2020-11-16,1121,848,0,0,1,272
CM,2020-11-16,627,492,0,0,0,135
CN,2020-11-16,104,59,0,45,0,0
CT,2020-11-16,2208,2197,0,0,10,1
EX,2020-11-16,204,124,0,0,0,80
GA,2020-11-16,660,643,0,0,0,17
IB,2020-11-16,246,201,1,44,0,0
MC,2020-11-16,387,244,0,0,0,143
MD,2020-11-16,1471,745,0,0,0,726
ML,2020-11-16,33,16,0,0,0,17
NC,2020-11-16,150,98,0,0,0,52
PV,2020-11-16,946,628,0,0,0,318
RI,2020-11-16,100,95,0,0,0,5
VC,2020-11-16,1324,1091,0,0,1,232
AN,2020-11-17,3311,2330,0,981,0,0
AR,2020-11-17,361,253,0,108,0,0
AS,2020-11-17,349,333,0,16,0,0
CB,2020-11-17,148,148,0,0,0,0
CE,2020-11-17,32,7,0,0,0,25
CL,2020-11-17,1105,925,0,0,1,179
CM,2020-11-17,574,475,0,0,1,98
CN,2020-11-17,130,83,0,47,0,0
CT,2020-11-17,2089,2075,0,0,14,0
EX,2020-11-17,241,170,0,0,0,71
GA,2020-11-17,501,490,0,0,0,11
IB,2020-11-17,188,176,3,9,0,0
MC,2020-11-17,431,292,0,0,1,138
MD,2020-11-17,1324,713,0,0,0,611
ML,2020-11-17,37,13,0,0,0,24
NC,2020-11-17,143,100,0,0,0,43
PV,2020-11-17,879,565,0,0,0,314
RI,2020-11-17,112,101,0,0,0,11
VC,2020-11-17,1434,1233,0,0,1,200
AN,2020-11-18,2698,1864,0,834,0,0
AR,2020-11-18,429,323,0,106,0,0
AS,2020-11-18,335,308,0,27,0,0
CB,2020-11-18,153,153,0,0,0,0
CE,2020-11-18,26,5,0,0,0,21
CL,2020-11-18,986,795,0,0,0,191
CM,2020-11-18,518,431,0,0,1,86
CN,2020-11-18,113,61,0,52,0,0
CT,2020-11-18,1778,1771,0,0,7,0
EX,2020-11-18,208,126,0,0,0,82
GA,2020-11-18,481,468,0,0,0,13
IB,2020-11-18,253,222,0,31,0,0
MC,2020-11-18,351,259,0,0,0,92
MD,2020-11-18,1211,652,0,0,0,559
ML,2020-11-18,32,13,0,0,0,19
NC,2020-11-18,153,102,0,0,0,51
PV,2020-11-18,692,447,0,0,0,245
RI,2020-11-18,105,104,0,0,0,1
VC,2020-11-18,1332,1166,0,0,0,166
AN,2020-11-19,2336,1677,0,659,0,0
AR,2020-11-19,320,228,0,92,0,0
AS,2020-11-19,251,237,0,14,0,0
CB,2020-11-19,103,102,0,0,0,1
CE,2020-11-19,20,3,0,0,0,17
CL,2020-11-19,672,530,0,0,4,138
CM,2020-11-19,495,404,0,0,1,90
CN,2020-11-19,93,57,0,36,0,0
CT,2020-11-19,1452,1445,0,0,7,0
EX,2020-11-19,189,138,0,0,0,51
GA,2020-11-19,417,404,0,0,0,13
IB,2020-11-19,271,237,2,32,0,0
MC,2020-11-19,273,183,0,0,0,90
MD,2020-11-19,1031,554,0,0,0,477
ML,2020-11-19,28,11,0,0,0,17
NC,2020-11-19,135,94,0,0,0,41
PV,2020-11-19,555,346,0,0,0,209
RI,2020-11-19,96,92,0,0,0,4
VC,2020-11-19,1214,1046,0,0,2,166
AN,2020-11-20,2330,1639,0,691,0,0
AR,2020-11-20,324,220,0,104,0,0
AS,2020-11-20,230,204,0,26,0,0
CB,2020-11-20,142,141,0,0,0,1
CE,2020-11-20,16,4,0,0,0,12
CL,2020-11-20,761,512,0,0,1,248
CM,2020-11-20,465,396,0,0,0,69
CN,2020-11-20,108,65,0,43,0,0
CT,2020-11-20,1611,1604,0,0,7,0
EX,2020-11-20,170,115,0,0,0,55
GA,2020-11-20,464,445,0,0,1,18
IB,2020-11-20,274,249,2,23,0,0
MC,2020-11-20,243,185,0,0,0,58
MD,2020-11-20,1190,686,0,0,0,504
ML,2020-11-20,27,8,0,0,0,19
NC,2020-11-20,130,102,0,0,0,28
PV,2020-11-20,569,322,0,0,0,247
RI,2020-11-20,96,94,0,0,0,2
VC,2020-11-20,1298,1130,0,0,0,168
AN,2020-11-21,1623,1282,0,341,0,0
AR,2020-11-21,234,145,0,89,0,0
AS,2020-11-21,384,370,0,14,0,0
CB,2020-11-21,123,122,0,0,0,1
CE,2020-11-21,19,7,0,0,0,12
CL,2020-11-21,597,438,0,0,1,158
CM,2020-11-21,334,257,0,0,0,77
CN,2020-11-21,109,65,0,44,0,0
CT,2020-11-21,920,920,0,0,0,0
EX,2020-11-21,162,115,0,0,0,47
GA,2020-11-21,388,376,0,0,0,12
IB,2020-11-21,208,187,0,21,0,0
MC,2020-11-21,272,207,0,0,0,65
MD,2020-11-21,888,475,0,0,0,413
ML,2020-11-21,14,4,0,0,0,10
NC,2020-11-21,101,67,0,0,0,34
PV,2020-11-21,590,408,0,0,0,182
RI,2020-11-21,80,76,0,0,0,4
VC,2020-11-21,972,830,0,0,0,142
AN,2020-11-22,1060,711,0,349,0,0
AR,2020-11-22,168,100,0,68,0,0
AS,2020-11-22,255,233,0,22,0,0
CB,2020-11-22,90,88,0,0,0,2
CE,2020-11-22,13,1,0,0,0,12
CL,2020-11-22,557,328,0,0,1,228
CM,2020-11-22,272,187,0,0,0,85
CN,2020-11-22,113,75,0,37,0,1
CT,2020-11-22,756,756,0,0,0,0
EX,2020-11-22,122,75,0,0,1,46
GA,2020-11-22,384,373,0,0,0,11
IB,2020-11-22,266,234,1,31,0,0
MC,2020-11-22,145,103,0,0,0,42
MD,2020-11-22,807,425,0,0,0,382
ML,2020-11-22,14,4,0,0,0,10
NC,2020-11-22,128,99,0,0,0,29
PV,2020-11-22,433,309,0,0,0,124
RI,2020-11-22,75,69,0,0,0,6
VC,2020-11-22,719,598,0,0,0,121
AN,2020-11-23,1448,940,0,508,0,0
AR,2020-11-23,279,179,0,100,0,0
AS,2020-11-23,303,282,0,21,0,0
CB,2020-11-23,105,103,0,0,0,2
CE,2020-11-23,10,1,0,0,0,9
CL,2020-11-23,672,429,0,0,3,240
CM,2020-11-23,446,340,0,0,1,105
CN,2020-11-23,129,85,0,41,0,3
CT,2020-11-23,1433,1423,0,0,8,2
EX,2020-11-23,216,157,0,0,1,58
GA,2020-11-23,419,401,0,0,0,18
IB,2020-11-23,326,277,1,48,0,0
MC,2020-11-23,233,147,0,0,0,86
MD,2020-11-23,1134,578,0,0,0,556
ML,2020-11-23,21,12,0,0,0,9
NC,2020-11-23,135,97,0,0,0,38
PV,2020-11-23,609,387,0,0,0,222
RI,2020-11-23,95,87,0,0,0,8
VC,2020-11-23,1044,848,0,0,1,195
AN,2020-11-24,1770,1215,0,555,0,0
AR,2020-11-24,265,188,0,77,0,0
AS,2020-11-24,261,239,0,22,0,0
CB,2020-11-24,88,87,0,0,0,1
CE,2020-11-24,9,2,0,0,0,7
CL,2020-11-24,525,337,0,0,2,186
CM,2020-11-24,460,380,0,0,0,80
CN,2020-11-24,130,89,0,39,0,2
CT,2020-11-24,1336,1323,0,0,13,0
EX,2020-11-24,194,142,0,0,0,52
GA,2020-11-24,367,350,0,0,0,17
IB,2020-11-24,264,238,1,25,0,0
MC,2020-11-24,250,173,0,0,0,77
MD,2020-11-24,1289,749,0,0,0,540
ML,2020-11-24,24,11,0,0,0,13
NC,2020-11-24,113,81,0,0,0,32
PV,2020-11-24,560,318,0,0,0,242
RI,2020-11-24,78,73,0,0,0,5
VC,2020-11-24,1129,967,0,0,0,162
AN,2020-11-25,1501,1097,0,404,0,0
AR,2020-11-25,260,160,0,99,1,0
AS,2020-11-25,151,136,0,15,0,0
CB,2020-11-25,104,102,0,0,0,2
CE,2020-11-25,10,2,0,0,0,8
CL,2020-11-25,467,303,0,0,1,163
CM,2020-11-25,438,372,0,0,1,65
CN,2020-11-25,143,102,0,41,0,0
CT,2020-11-25,1332,1326,0,0,5,1
EX,2020-11-25,161,121,0,0,0,40
